run,amikacin,bedaquiline,bioproject,biosample,capreomycin,ciprofloxacin,clofazimine,cycloserine,delamanid,ethambutol,ethionamide,gatifloxacin,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,ofloxacin,para-aminosalicylic_acid,pyrazinamide,rifabutin,rifampicin,streptomycin,thioacetazone
ERR4811678,S,S,PRJEB41199,ERS5301838,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811679,,S,PRJEB41199,ERS5301839,,,,,S,,S,,S,S,S,S,,,,,,S,,
ERR4811680,S,S,PRJEB41199,ERS5301840,,,S,,,S,S,,S,S,,S,S,,,,,S,,
ERR4811681,S,,PRJEB41199,ERS5301841,,,,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811682,S,S,PRJEB41199,ERS5301842,,,S,,S,S,S,,S,S,S,,,,,,,S,,
ERR4811683,S,S,PRJEB41199,ERS5301843,,,,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811684,S,S,PRJEB41199,ERS5301844,,,S,,,S,S,,S,S,S,S,S,,,,,S,,
ERR4811685,S,S,PRJEB41199,ERS5301845,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811686,S,S,PRJEB41199,ERS5301846,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR4811687,S,S,PRJEB41199,ERS5301847,,,S,,,S,S,,S,S,,,,,,,,S,,
ERR4811688,S,S,PRJEB41199,ERS5301848,,,S,,,S,S,,S,S,S,S,S,,,,,S,,
ERR4811689,S,S,PRJEB41199,ERS5301849,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811690,S,S,PRJEB41199,ERS5301850,S,,S,,S,R,S,,R,S,R,S,,,,,,S,R,
ERR4811691,S,S,PRJEB41199,ERS5301851,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811692,,S,PRJEB41199,ERS5301852,,,S,,,S,S,,S,S,S,,,,,,,S,,
ERR4811693,S,S,PRJEB41199,ERS5301853,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR4811694,,,PRJEB41199,ERS5301854,,,,,S,,,,S,S,,,,,,,,S,,
ERR4811695,S,S,PRJEB41199,ERS5301855,,,S,,S,S,R,,S,S,S,,S,,,,,S,,
ERR4811696,S,S,PRJEB41199,ERS5301856,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR4811697,S,S,PRJEB41199,ERS5301857,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811698,S,S,PRJEB41199,ERS5301858,,,S,,S,S,S,,R,S,S,S,,,,,,S,,
ERR4811699,S,S,PRJEB41199,ERS5301859,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811700,,,PRJEB41199,ERS5301860,,,,,,,,,S,,,,,,,,,S,,
ERR4811701,S,S,PRJEB41199,ERS5301861,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811702,S,,PRJEB41199,ERS5301862,,,S,,,S,S,,S,S,S,S,S,,,,,S,,
ERR4811703,S,S,PRJEB41199,ERS5301863,,,S,,S,S,R,,S,S,S,,,,,,,S,,
ERR4811704,S,S,PRJEB41199,ERS5301864,,,S,,S,,S,,S,S,S,S,,,,,,S,,
ERR4811705,,S,PRJEB41199,ERS5301865,,,,,,S,S,,S,S,S,,S,,,,,S,,
ERR4811706,S,S,PRJEB41199,ERS5301866,,,S,,,S,S,,S,S,S,S,S,,,,,S,,
ERR4811707,S,S,PRJEB41199,ERS5301867,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR4811709,S,S,PRJEB41199,ERS5301869,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811710,S,S,PRJEB41199,ERS5301870,,,S,,S,S,S,,S,S,,S,S,,,,,S,,
ERR4811711,S,S,PRJEB41199,ERS5301871,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811712,S,S,PRJEB41199,ERS5301872,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR4811713,S,S,PRJEB41199,ERS5301873,,,S,,S,,S,,S,S,,S,,,,,,S,,
ERR4811714,S,S,PRJEB41199,ERS5301874,,,S,,S,S,S,,S,S,,S,S,,,,,S,,
ERR4811715,S,S,PRJEB41199,ERS5301875,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811716,S,S,PRJEB41199,ERS5301876,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811717,S,,PRJEB41199,ERS5301877,S,,S,,S,S,S,,R,S,S,,S,,,,,S,S,
ERR4811718,S,S,PRJEB41199,ERS5301878,,,S,,,S,S,,S,,,,,,,,,S,,
ERR4811719,S,S,PRJEB41199,ERS5301879,,,,,S,S,S,,S,S,,S,,,,,,S,,
ERR4811720,S,S,PRJEB41199,ERS5301880,,,,,,S,S,,S,S,S,S,,,,,,S,,
ERR4811721,S,S,PRJEB41199,ERS5301881,,,,,S,,S,,S,S,,,,,,,,S,,
ERR4811722,S,S,PRJEB41199,ERS5301882,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811723,S,S,PRJEB41199,ERS5301883,,,S,,S,,S,,S,S,,S,S,,,,,S,,
ERR4811724,,S,PRJEB41199,ERS5301884,S,,S,,S,,S,,R,R,S,,,,,,,R,R,
ERR4811725,S,,PRJEB41199,ERS5301885,S,,,,S,,S,,R,S,S,S,,,,S,,R,S,
ERR4811726,S,S,PRJEB41199,ERS5301886,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811727,S,S,PRJEB41199,ERS5301887,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811728,S,S,PRJEB41199,ERS5301888,,,S,,S,S,S,,S,S,S,,,,,,,S,,
ERR4811729,S,,PRJEB41199,ERS5301889,S,,S,,S,,S,,S,S,S,S,S,,,S,,S,R,
ERR4811730,S,S,PRJEB41199,ERS5301890,,,S,,,S,S,,S,S,S,S,S,,,,,S,,
ERR4811731,S,S,PRJEB41199,ERS5301891,,,S,,S,,S,,S,S,,S,,,,,,S,,
ERR4811732,S,S,PRJEB41199,ERS5301892,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811733,S,S,PRJEB41199,ERS5301893,,,S,,,S,S,,S,S,S,S,S,,,,,S,,
ERR4811734,S,S,PRJEB41199,ERS5301894,,,S,,S,S,S,,S,S,,,S,,,,,S,,
ERR4811735,S,,PRJEB41199,ERS5301895,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811736,S,S,PRJEB41199,ERS5301896,,,,,,S,S,,S,S,,S,,,,,,S,,
ERR4811737,S,S,PRJEB41199,ERS5301897,S,,S,,S,S,S,,R,S,S,,S,,,S,,S,R,
ERR4811738,S,S,PRJEB41199,ERS5301898,,,S,,,,S,,S,S,,,S,,,,,S,,
ERR4811739,S,S,PRJEB41199,ERS5301899,S,,S,,S,S,S,,,S,S,S,S,,,,,S,R,
ERR4811740,S,,PRJEB41199,ERS5301900,,,,,,S,R,,S,S,S,,,,,,,S,,
ERR4811741,S,S,PRJEB41199,ERS5301901,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811742,S,S,PRJEB41199,ERS5301902,,,S,,,S,S,,S,S,,S,,,,,,S,,
ERR4811743,S,S,PRJEB41199,ERS5301903,,,S,,S,S,R,,S,S,S,S,S,,,,,S,,
ERR4811744,S,S,PRJEB41199,ERS5301904,,,S,,,,S,,S,S,,S,,,,,,S,,
ERR4811745,S,S,PRJEB41199,ERS5301905,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811746,,,PRJEB41199,ERS5301906,,,,,,,,,S,,,,,,,,,S,,
ERR4811747,S,S,PRJEB41199,ERS5301907,,,,,,S,S,,S,S,,S,,,,,,S,,
ERR4811748,S,S,PRJEB41199,ERS5301908,S,,S,,S,S,S,,R,S,S,S,S,,,S,,S,S,
ERR4811749,,S,PRJEB41199,ERS5301909,,,S,,S,S,S,,S,S,,S,,,,,,S,,
ERR4811750,S,S,PRJEB41199,ERS5301910,,,,,S,S,S,,S,S,S,,,,,,,S,,
ERR4811751,S,S,PRJEB41199,ERS5301911,,,,,S,,S,,S,S,S,S,S,,,,,S,,
ERR4811752,,,PRJEB41199,ERS5301912,,,,,,,,,S,,,,,,,,,S,,
ERR4811753,,S,PRJEB41199,ERS5301913,,,S,,,,S,,S,S,,S,S,,,,,S,,
ERR4811754,,,PRJEB41199,ERS5301914,S,,,,,,S,,S,S,S,,,,,R,,R,S,
ERR4811755,,S,PRJEB41199,ERS5301915,S,,S,,S,,S,,R,S,S,,S,,,R,,R,R,
ERR4811756,S,,PRJEB41199,ERS5301916,,,S,,S,S,S,,S,S,S,,,,,,,S,,
ERR4811757,S,S,PRJEB41199,ERS5301917,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811758,S,,PRJEB41199,ERS5301918,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811759,S,S,PRJEB41199,ERS5301919,S,,S,,S,S,S,,R,S,S,S,S,,,S,,R,S,
ERR4811760,,S,PRJEB41199,ERS5301920,S,,,,,,S,,R,S,S,,,,,R,,R,S,
ERR4811761,S,S,PRJEB41199,ERS5301921,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR4811762,S,S,PRJEB41199,ERS5301922,,,S,,S,,,,S,S,S,,S,,,,,S,,
ERR4811763,S,,PRJEB41199,ERS5301923,,,S,,S,S,,,S,S,S,S,S,,,S,,S,,
ERR4811764,S,S,PRJEB41199,ERS5301924,,,S,,,S,S,,S,S,S,S,S,,,,,S,,
ERR4811765,S,S,PRJEB41199,ERS5301925,,,S,,,S,S,,S,S,S,,S,,,,,S,,
ERR4811766,S,S,PRJEB41199,ERS5301926,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR4811767,S,S,PRJEB41199,ERS5301927,,,,,S,S,,,S,S,S,,,,,,,S,,
ERR4811768,S,S,PRJEB41199,ERS5301928,S,,S,,S,,S,,R,S,S,S,S,,,R,,R,S,
ERR4811769,S,S,PRJEB41199,ERS5301929,S,,S,,S,S,S,,R,S,S,,,,,S,,R,S,
ERR4811770,S,S,PRJEB41199,ERS5301930,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811771,S,,PRJEB41199,ERS5301931,,,S,,,S,S,,S,S,S,S,S,,,,,S,,
ERR4811773,S,S,PRJEB41199,ERS5301933,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811774,S,S,PRJEB41199,ERS5301934,,,,,,,R,,S,S,S,,,,,,,S,,
ERR4811775,S,S,PRJEB41199,ERS5301935,,,,,S,,S,,S,S,S,S,S,,,,,S,,
ERR4811776,S,S,PRJEB41199,ERS5301936,R,,S,,S,S,R,,R,S,R,S,S,,,S,,R,R,
ERR4811777,S,S,PRJEB41199,ERS5301937,,,S,,,R,S,,R,,S,,S,,,,,R,,
ERR4811778,S,,PRJEB41199,ERS5301938,,,,,,S,S,,S,S,S,,S,,,,,S,,
ERR4811779,S,,PRJEB41199,ERS5301939,,,S,,S,S,S,,S,S,,,,,,,,S,,
ERR4811780,,,PRJEB41199,ERS5301940,,,,,,,,,S,,,,,,,,,S,,
ERR4811781,S,S,PRJEB41199,ERS5301941,S,,,,S,,S,,R,R,S,,,,,,,R,R,
ERR4811782,S,S,PRJEB41199,ERS5301942,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811783,S,S,PRJEB41199,ERS5301943,S,,S,,S,S,S,,R,S,S,S,,,,S,,S,S,
ERR4811784,S,S,PRJEB41199,ERS5301944,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811785,S,S,PRJEB41199,ERS5301945,,,S,,,S,S,,S,S,S,S,,,,,,S,,
ERR4811786,S,S,PRJEB41199,ERS5301946,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811787,S,S,PRJEB41199,ERS5301947,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811788,,,PRJEB41199,ERS5301948,S,,,,,,R,,R,S,S,,,,,,,R,S,
ERR4811789,S,S,PRJEB41199,ERS5301949,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811790,S,S,PRJEB41199,ERS5301950,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811791,S,S,PRJEB41199,ERS5301951,,,,,S,S,S,,S,S,S,,,,,,,S,,
ERR4811792,S,S,PRJEB41199,ERS5301952,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811793,,,PRJEB41199,ERS5301953,,,,,,,,,S,,,,,,,,,S,,
ERR4811794,S,S,PRJEB41199,ERS5301954,S,,S,,,,S,,R,S,S,S,S,,,S,,S,S,
ERR4811795,S,S,PRJEB41199,ERS5301955,S,,S,,S,,S,,R,S,S,S,S,,,S,,R,S,
ERR4811796,S,S,PRJEB41199,ERS5301956,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811797,S,S,PRJEB41199,ERS5301957,,,S,,S,S,S,,S,S,R,S,R,,,,,S,,
ERR4811798,S,S,PRJEB41199,ERS5301958,S,,S,,S,,S,,R,S,S,S,,,,S,,S,R,
ERR4811799,S,S,PRJEB41199,ERS5301959,,,S,,S,,S,,S,S,,S,S,,,,,S,,
ERR4811800,S,S,PRJEB41199,ERS5301960,S,,S,,S,,S,,R,S,S,S,S,,,S,,S,R,
ERR4811801,S,S,PRJEB41199,ERS5301961,,,,,,,S,,S,S,S,,,,,,,S,,
ERR4811802,S,S,PRJEB41199,ERS5301962,,,S,,,,S,,S,S,S,S,S,,,,,S,,
ERR4811803,S,,PRJEB41199,ERS5301963,,,,,,,S,,S,S,S,S,S,,,,,S,,
ERR4811804,S,S,PRJEB41199,ERS5301964,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR4811805,S,S,PRJEB41199,ERS5301965,,,S,,,S,S,,S,S,,,,,,,,S,,
ERR4811806,S,S,PRJEB41199,ERS5301966,,,S,,,S,,,S,S,,,S,,,,,S,,
ERR4811807,S,S,PRJEB41199,ERS5301967,,,,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811808,S,S,PRJEB41199,ERS5301968,,,S,,,,S,,S,S,S,S,,,,,,S,,
ERR4811809,S,S,PRJEB41199,ERS5301969,,,S,,,,S,,S,S,S,S,,,,,,S,,
ERR4811810,S,S,PRJEB41199,ERS5301970,,,S,,,,S,,S,S,S,S,S,,,,,S,,
ERR4811811,,,PRJEB41199,ERS5301971,,,,,,,S,,S,,S,S,S,,,,,S,,
ERR4811812,S,,PRJEB41199,ERS5301972,S,,S,,S,S,S,,S,S,S,S,,,,,,S,S,
ERR4811813,S,S,PRJEB41199,ERS5301973,,,S,,,,S,,S,S,S,S,S,,,,,S,,
ERR4811814,S,S,PRJEB41199,ERS5301974,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811815,S,S,PRJEB41199,ERS5301975,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR4811816,S,S,PRJEB41199,ERS5301976,,,S,,S,S,S,,S,S,,S,S,,,,,S,,
ERR4811817,S,S,PRJEB41199,ERS5301977,,,S,,S,,S,,S,S,,S,,,,,,S,,
ERR4811818,S,,PRJEB41199,ERS5301978,,,,,,,S,,S,S,,S,,,,,,S,,
ERR4811819,S,,PRJEB41199,ERS5301979,,,S,,,,S,,S,S,S,S,S,,,,,S,,
ERR4811820,S,S,PRJEB41199,ERS5301980,,,S,,,,S,,S,S,,,,,,,,S,,
ERR4811821,S,S,PRJEB41199,ERS5301981,,,S,,S,S,S,,R,S,S,,,,,,,S,,
ERR4811822,S,S,PRJEB41199,ERS5301982,S,,S,,S,,R,,S,S,S,,,,,,,S,R,
ERR4811823,,S,PRJEB41199,ERS5301983,,,,,,S,,,S,S,,S,,,,,,S,,
ERR4811824,S,S,PRJEB41199,ERS5301984,S,,S,,S,R,S,,R,R,S,,S,,,,,R,R,
ERR4811825,,,PRJEB41199,ERS5301985,,,,,,,S,,S,S,,,,,,,,S,,
ERR4811826,,,PRJEB41199,ERS5301986,,,,,,,S,,S,,S,,S,,,,,S,,
ERR4811827,,,PRJEB41199,ERS5301987,S,,,,,,R,,S,S,S,,S,,,,,R,S,
ERR4811836,S,S,PRJEB41199,ERS5301996,,,S,,,S,S,,S,,S,S,S,,,,,S,,
ERR4811837,S,S,PRJEB41199,ERS5301997,,,S,,S,,S,,S,S,S,S,,,,,,S,,
ERR4811838,S,S,PRJEB41199,ERS5301998,,,,,S,,S,,S,S,S,S,S,,,,,S,,
ERR4811839,S,S,PRJEB41199,ERS5301999,,,S,,S,,S,,S,S,S,S,,,,,,S,,
ERR4811840,,S,PRJEB41199,ERS5302000,,,,,,,,,S,,S,S,,,,,,S,,
ERR4811841,S,,PRJEB41199,ERS5302001,,,,,S,,S,,S,S,S,S,S,,,,,S,,
ERR4811842,S,,PRJEB41199,ERS5302002,,,S,,,,S,,S,S,S,S,S,,,,,S,,
ERR4811843,,,PRJEB41199,ERS5302003,,,,,,,,,S,,,,,,,,,S,,
ERR4811844,S,,PRJEB41199,ERS5302004,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811845,S,,PRJEB41199,ERS5302005,,,,,,,S,,S,S,S,S,S,,,,,S,,
ERR4811846,,,PRJEB41199,ERS5302006,,,,,,,,,S,,,,,,,,,S,,
ERR4811847,S,S,PRJEB41199,ERS5302007,,,S,,S,,S,,S,S,,S,,,,,,S,,
ERR4811848,S,S,PRJEB41199,ERS5302008,,,S,,,,S,,S,S,S,S,S,,,,,S,,
ERR4811849,S,S,PRJEB41199,ERS5302009,,,,,,,S,,S,S,,S,,,,,,S,,
ERR4811850,S,S,PRJEB41199,ERS5302010,,,S,,S,,S,,S,S,S,S,S,,,,,S,,
ERR4811851,,,PRJEB41199,ERS5302011,,,,,,,,,S,S,S,S,,,,,,S,,
ERR4811852,,,PRJEB41199,ERS5302012,S,,S,,S,,S,,R,S,S,,,,,S,,S,R,
ERR4811853,S,,PRJEB41199,ERS5302013,S,,S,,S,S,R,,R,S,S,S,,,,R,,R,S,
ERR4811854,S,S,PRJEB41199,ERS5302014,S,,S,,S,S,R,,R,S,S,S,S,,,S,,R,R,
ERR4811855,S,S,PRJEB41199,ERS5302015,S,,S,,S,S,S,,R,S,S,S,,,,,,S,R,
ERR4811856,S,S,PRJEB41199,ERS5302016,,,S,,S,S,,,S,S,S,S,S,,,,,S,,
ERR4811857,S,,PRJEB41199,ERS5302017,,,S,,S,,S,,S,S,S,,,,,,,S,,
ERR4811858,,,PRJEB41199,ERS5302018,,,,,S,,S,,S,S,S,,,,,,,S,,
ERR4811859,S,,PRJEB41199,ERS5302019,,,S,,S,,S,,S,S,S,S,,,,,,S,,
ERR4811860,S,,PRJEB41199,ERS5302020,,,,,S,S,,,S,,S,S,S,,,,,S,,
ERR4811861,S,,PRJEB41199,ERS5302021,S,,S,,S,S,S,,S,S,S,,S,,,S,,R,S,
ERR4811862,S,,PRJEB41199,ERS5302022,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811863,S,S,PRJEB41199,ERS5302023,,,S,,,S,S,,S,S,S,S,S,,,,,S,,
ERR4811864,,S,PRJEB41199,ERS5302024,,,S,,S,S,,,S,S,S,S,S,,,,,S,,
ERR4811865,S,,PRJEB41199,ERS5302025,,,S,,S,,S,,S,S,S,,,,,,,S,,
ERR4811866,S,S,PRJEB41199,ERS5302026,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811867,S,S,PRJEB41199,ERS5302027,,,S,,S,,S,,S,S,S,,S,,,,,S,,
ERR4811869,S,S,PRJEB41199,ERS5302029,S,,S,,S,R,S,,R,S,S,,,,,R,,R,R,
ERR4811870,S,,PRJEB41199,ERS5302030,,,,,S,S,S,,S,S,,,,,,,,S,,
ERR4811871,S,S,PRJEB41199,ERS5302031,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811872,S,,PRJEB41199,ERS5302032,,,S,,,S,,,R,S,S,S,S,,,,,S,,
ERR4811873,,S,PRJEB41199,ERS5302033,,,S,,S,R,S,,R,S,S,S,,,,,,R,,
ERR4811874,S,S,PRJEB41199,ERS5302034,,,S,,S,,S,,S,S,S,S,,,,,,S,S,
ERR4811875,S,S,PRJEB41199,ERS5302035,,,S,,S,S,S,,S,S,S,S,S,,,,,S,S,
ERR4811876,S,S,PRJEB41199,ERS5302036,S,,S,,,,S,,S,S,R,,R,,,S,,R,R,
ERR4811877,R,S,PRJEB41199,ERS5302037,,,S,,S,S,S,,R,R,S,,,,,,,S,S,
ERR4811878,S,S,PRJEB41199,ERS5302038,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811879,S,S,PRJEB41199,ERS5302039,,,,,S,,S,,S,S,S,,S,,,,,S,,
ERR4811880,S,S,PRJEB41199,ERS5302040,,,S,,S,R,,,R,S,,,,,,,,R,,
ERR4811881,S,S,PRJEB41199,ERS5302041,S,,S,,S,S,R,,R,S,S,S,S,,,S,,S,R,
ERR4811882,S,S,PRJEB41199,ERS5302042,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811883,S,S,PRJEB41199,ERS5302043,,,S,,S,,S,,S,S,S,,,,,,,S,,
ERR4811884,,,PRJEB41199,ERS5302044,,,,,,,S,,S,,S,,S,,,,,S,S,
ERR4811885,S,,PRJEB41199,ERS5302045,,,S,,S,,S,,S,S,S,S,,,,,,S,,
ERR4811886,,S,PRJEB41199,ERS5302046,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811887,S,S,PRJEB41199,ERS5302047,,,S,,S,S,,,S,S,S,S,S,,,,,S,,
ERR4811888,S,S,PRJEB41199,ERS5302048,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811889,,,PRJEB41199,ERS5302049,,,S,,,S,,,,S,S,S,S,,,,,S,,
ERR4811890,S,S,PRJEB41199,ERS5302050,,,S,,S,S,S,,S,S,,S,S,,,,,S,,
ERR4811891,S,S,PRJEB41199,ERS5302051,,,S,,S,S,S,,S,S,S,,S,,,,,S,,
ERR4811892,,,PRJEB41199,ERS5302052,,,,,,,,,S,S,,,,,,,,S,R,
ERR4811893,S,S,PRJEB41199,ERS5302053,,,S,,S,S,S,,S,S,S,S,S,,,,,,,
ERR4811894,,S,PRJEB41199,ERS5302054,,,,,,S,S,,,,,,,,,,,S,,
ERR4811895,S,,PRJEB41199,ERS5302055,,,S,,,S,S,,S,,S,S,,,,,,S,,
ERR4811896,S,S,PRJEB41199,ERS5302056,,,S,,,S,S,,R,S,S,,,,,,,S,,
ERR4811897,S,S,PRJEB41199,ERS5302057,,,,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811898,S,S,PRJEB41199,ERS5302058,,,S,,,S,S,,S,S,S,S,,,,,,S,,
ERR4811899,,S,PRJEB41199,ERS5302059,,,S,,S,,,,S,S,,S,S,,,,,S,,
ERR4811900,S,S,PRJEB41199,ERS5302060,S,,S,,S,,S,,R,S,S,S,S,,,,,R,R,
ERR4811901,S,S,PRJEB41199,ERS5302061,,,S,,,S,S,,S,S,S,S,,,,,,S,,
ERR4811902,S,S,PRJEB41199,ERS5302062,,,S,,S,S,S,,S,,S,,,,,,,S,,
ERR4811903,S,S,PRJEB41199,ERS5302063,,,S,,S,,S,,S,S,,,,,,,,S,,
ERR4811904,S,S,PRJEB41199,ERS5302064,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811905,S,S,PRJEB41199,ERS5302065,,,S,,S,S,S,,,S,S,S,S,,,,,S,,
ERR4811906,S,S,PRJEB41199,ERS5302066,S,,,,S,,R,,R,S,S,S,S,,,,,S,S,
ERR4811907,S,S,PRJEB41199,ERS5302067,,,S,,,S,S,,S,S,S,S,S,,,,,S,,
ERR4811908,,S,PRJEB41199,ERS5302068,,,S,,,S,S,,S,S,S,S,,,,,,S,,
ERR4811909,,,PRJEB41199,ERS5302069,,,,,S,S,S,,S,,S,,,,,,,,,
ERR4811910,S,S,PRJEB41199,ERS5302070,S,,S,,S,S,S,,R,S,S,,S,,,,,R,S,
ERR4811911,S,S,PRJEB41199,ERS5302071,,,S,,S,S,S,,S,S,S,S,S,,,,,S,,
ERR4811912,S,S,PRJEB41199,ERS5302072,,,S,,S,S,S,,S,,S,S,,,,,,S,,
ERR4811913,S,,PRJEB41199,ERS5302073,S,,S,,S,S,S,,R,S,S,S,S,,,,,R,R,
ERR4811914,S,S,PRJEB41199,ERS5302074,,,S,,S,S,,,S,S,S,S,,,,,,,,
ERR4811915,S,S,PRJEB41199,ERS5302075,,,S,,S,S,S,,S,S,,S,S,,,,,S,S,
ERR4811916,S,S,PRJEB41199,ERS5302076,,,S,,S,S,S,,S,S,,S,S,,,,,S,,
ERR4811917,S,S,PRJEB41199,ERS5302077,,,S,,S,,S,,S,S,S,S,S,,,,,S,S,
ERR4811918,S,S,PRJEB41199,ERS5302078,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811919,S,,PRJEB41199,ERS5302079,,,S,,S,,,,S,S,S,,S,,,,,S,R,
ERR4811920,,S,PRJEB41199,ERS5302080,,,S,,,S,S,,S,S,S,S,S,,,,,S,,
ERR4811921,S,,PRJEB41199,ERS5302081,S,,S,,S,,S,,R,S,S,,,,,,,R,S,
ERR4811922,,,PRJEB41199,ERS5302082,,,,,,,R,,S,S,S,,,,,,,S,,
ERR4811923,S,S,PRJEB41199,ERS5302083,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811924,S,S,PRJEB41199,ERS5302084,S,,S,,S,S,S,,R,S,S,S,S,,,S,,S,S,
ERR4811925,S,S,PRJEB41199,ERS5302085,,,S,,S,S,S,,S,S,S,,,,,,,S,,
ERR4811926,S,S,PRJEB41199,ERS5302086,S,,S,,,S,S,,S,S,S,,S,,,,,S,S,
ERR4811927,S,S,PRJEB41199,ERS5302087,,,S,,,S,S,,S,S,S,S,,,,,,S,,
ERR4811928,S,S,PRJEB41199,ERS5302088,,,,,S,,S,,S,S,,,,,,,,S,,
ERR4811929,S,S,PRJEB41199,ERS5302089,,,S,,,S,,,S,S,S,S,S,,,,,S,,
ERR4811930,S,S,PRJEB41199,ERS5302090,,,S,,,S,,,S,S,S,S,,,,,,S,,
ERR4811931,S,S,PRJEB41199,ERS5302091,,,S,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811932,,,PRJEB41199,ERS5302092,,,,,,,,,S,,,,,,,,,S,,
ERR4811933,S,S,PRJEB41199,ERS5302093,,,,,,S,S,,S,,S,,S,,,,,S,,
ERR4811934,S,S,PRJEB41199,ERS5302094,,,S,,,,S,,S,S,,S,,,,,,S,S,
ERR4811935,S,S,PRJEB41199,ERS5302095,S,,,,S,S,S,,R,S,S,S,S,,,S,,R,R,
ERR4811936,S,S,PRJEB41199,ERS5302096,,,S,,,,,,S,S,S,,,,,,,S,,
ERR4811937,,,PRJEB41199,ERS5302097,,,,,,S,,,S,S,,S,,,,,,S,S,
ERR4811938,S,S,PRJEB41199,ERS5302098,,,S,,S,S,S,,S,S,S,,,,,,,S,,
ERR4811939,S,S,PRJEB41199,ERS5302099,,,S,,S,S,S,,S,S,S,S,,,,,,S,S,
ERR4811940,S,,PRJEB41199,ERS5302100,,,,,S,S,S,,S,S,S,S,,,,,,S,,
ERR4811941,S,S,PRJEB41199,ERS5302101,,,S,,S,S,S,,S,S,,S,S,,,,,S,S,
ERR4811942,S,S,PRJEB41199,ERS5302102,S,,S,,,,S,,R,S,S,S,S,,,,,S,R,
ERR4811943,,S,PRJEB41199,ERS5302103,,,S,,,S,,,S,S,S,,,,,,,S,,
ERR4811944,,,PRJEB41199,ERS5302104,,,S,,S,S,R,,R,,S,,,,,,,,,
